Kurtosis, Skewness, Std, Range, Median, Geometric_Mean, Mobility, Complexity, Tag
89.9782,8.0449,503.5071,6367,134.5,150.1346,0.74996,1.3005,1
6.4024,1.6745,195.8988,1102,207.5,193.2134,0.59523,1.8604,1
113.0464,8.8692,397.8825,5424,170.5,134.2762,0.83253,1.1104,1
6.9771,2.1886,449.4167,1893,37,43.6234,0.58226,1.9029,1
10.3579,2.2335,300.7839,2004,197,83.2856,0.62662,1.803,1
202.7079,13.5195,522.7812,8087,176.5,189.2328,0.85347,0.86478,1
6.6438,2.0086,319.3245,1420,136.5,107.6888,0.60071,1.8942,1
2.9465,0.94623,279.9222,1028,181.5,106.5282,0.59721,1.9003,1
13.9433,2.8885,282.5775,1990,179.5,159.8722,0.61307,1.857,1
7.6757,2.0797,324.4645,1679,111.5,135.7218,0.60043,1.8805,1
38.4321,5.5895,941.7175,8700,47,53.3408,0.63419,1.5798,1
2.8326,0.82123,229.6098,911,211,122.5348,0.59083,1.9038,1
2.1711,0.41372,156.2953,589,235.5,197.7027,0.59684,1.9007,1
16.5279,3.527,454.47,2850,125,88.0089,0.5964,1.8784,1
5.4639,1.7216,263.6252,1139,151.5,158.5815,0.59439,1.8961,1
15.373,3.2318,343.102,2154,167,132.8323,0.61219,1.871,1
44.2621,6.108,994.6278,8700,7.5,25.7914,0.43871,1.4189,1
2.938,0.80024,165.3738,699,236.5,198.3548,0.59555,1.8959,1
5.5945,1.7698,321.0921,1364,142.5,117.2863,0.59984,1.9004,1
9.7133,2.2017,226.6748,1403,199,177.8906,0.58814,1.8844,1
6.4369,1.9068,312.9689,1722,112,132.6244,0.65663,1.7943,1
17.5184,3.2345,357.4999,2705,134.5,109.1054,0.63756,1.8255,1
11.379,2.0936,175.7592,1420,219,207.8758,0.60543,1.7933,1
13.1178,3.1421,428.3954,2452,113,114.8518,0.59378,1.884,1
14.9029,2.9765,317.2194,2146,167,132.3113,0.60904,1.8432,1
4.383,1.1891,163.2336,968,212,210.8357,0.61529,1.8278,1
3.5757,1.0378,249.2643,1093,202,100.509,0.59214,1.898,1
18.3744,2.9371,342.4298,2967,96,97.6561,0.69517,1.5975,1
4.176,1.0434,237.8669,1159,218.5,101.2301,0.61384,1.8644,1
24.6796,4.3673,699.7578,5167,14.5,27.5699,0.61321,1.7987,1
12.556,2.781,265.1437,1715,168.5,178.3811,0.62894,1.8427,1
10.6579,2.6256,343.2589,1905,122,158.7974,0.59849,1.8933,1
2.8991,0.90251,204.3487,831,206,176.8543,0.59798,1.8924,1
6.8189,1.9609,293.3212,1385,153,138.6683,0.59065,1.8964,1
6.109,1.8868,269.7992,1304,150,159.1832,0.60059,1.8569,1
10.4377,1.8843,176.1451,1390,208,202.3644,0.60999,1.8531,1
17.799,3.2348,374.4732,3031,86,124.4572,0.70016,1.5825,1
12.9539,3.0756,531.4141,2962,17.5,64.8395,0.59973,1.8895,1
73.9499,8.0746,680.9372,7012,117,133.6929,0.36817,1.1886,1
8.7955,2.2342,287.7094,1639,172,140.4545,0.59472,1.8823,1
4.3189,1.1427,139.0081,674,213,221.4995,0.60073,1.8626,1
25.1571,4.1894,486.1763,3843,128.5,122.7397,0.59266,1.8097,1
12.8135,2.2255,293.9657,2379,139,117.144,0.66542,1.7855,1
35.6517,4.6042,215.6557,2221,228.5,195.6565,0.64011,1.8133,1
4.1529,1.1476,251.1094,1132,201.5,169.6603,0.60865,1.8797,1
4.6267,1.3021,272.9144,1424,175,153.2066,0.60398,1.8748,1
32.7703,4.567,505.7502,4596,45,104.1548,0.65578,1.7137,1
3.4888,1.1302,233.4177,917,191.5,153.6748,0.59013,1.9011,1
16.8409,3.6591,746.993,4675,0,36.6215,0.61271,1.8666,1
4.8638,1.3298,244.4132,1230,207,121.8313,0.58257,1.8451,1
3.6291,0.72135,161.6829,819,229,192.7612,0.59216,1.889,1
6.7621,2.0286,291.4617,1356,143.5,145.43,0.62774,1.8614,1
7.4433,2.2241,433.0168,2047,46.5,71.4672,0.59353,1.8825,1
81.3041,8.3609,1509.9894,17493,14,19.3314,0.67716,1.5069,1
60.0464,7.2112,1455.5271,14677,0,38.7912,0.63219,1.6001,1
7.1754,1.9821,276.9543,1509,145,145.9106,0.6017,1.8904,1
4.4399,1.4751,296.8079,1172,140,89.8728,0.59334,1.9049,1
13.5985,3.1333,391.985,2209,117,128.4061,0.59932,1.8729,1
3.401,1.1848,324.1726,1203,89.5,207.9315,0.57404,1.8961,1
15.1241,3.2649,341.7519,2232,153,130.3968,0.54482,1.7239,1
10.257,2.044,145.315,1118,227,223.0674,0.55353,1.8759,1
3.3584,1.075,214.7658,904,172.5,175.2791,0.59947,1.8796,1
2.7423,0.60309,157.2518,744,231,201.3033,0.59022,1.8711,1
5.656,1.4189,240.2095,1328,207,138.7887,0.57183,1.8967,1
1.831,0.1965,181.935,603,242,148.3223,0.59876,1.9033,1
7.1783,2.242,473.9743,1992,35,54.9756,0.5927,1.9028,1
221.9762,14.4316,766.1213,12054,151.5,154.5096,1.1807,1.2341,1
3.9225,1.2483,276.4444,1070,184.5,99.7392,0.57989,1.9102,1
5.1229,1.5125,249.3034,1161,189,147.1585,0.61468,1.8557,1
4.8948,1.3562,198.7716,970,199,186.3615,0.61199,1.8365,1
9.0739,2.1968,253.8982,1712,188,156.8525,0.61987,1.8336,1
16.1108,3.3206,518.4158,3489,14,50.5474,0.60963,1.7158,1
4.0838,1.4004,292.599,1154,135,97.3967,0.59472,1.9032,1
9.4509,2.5514,405.1042,2184,85.5,101.7455,0.60004,1.8965,1
47.6056,5.1134,207.7392,2359,205,210.1425,0.6827,1.5924,1
6.0366,1.7478,193.8339,998,196,202.5067,0.59376,1.8866,1
130.4851,10.4175,1162.387,15791,28,72.8745,0.8992,1.3934,1
8.2512,2.4631,465.3918,2015,53,82.3841,0.60359,1.8931,1
4.4532,0.98724,166.4474,813,218,182.4363,0.61343,1.8914,1
2.3792,0.52253,194.7522,717,234.5,205.1293,0.59537,1.9001,1
3.7879,1.1681,275.4615,1194,181.5,93.0702,0.59713,1.8694,1
7.1088,2.1383,387.2533,1867,68.5,90.4588,0.59775,1.8863,1
10.3513,2.7007,404.9463,2269,93,125.29,0.63076,1.8611,1
5.2115,1.3391,148.8534,767,241.5,213.1047,0.59509,1.893,1
11.3148,2.7241,309.5462,1869,156.5,154.0138,0.59826,1.8577,1
3.2399,1.2122,319.6155,1312,54,94.2529,0.61457,1.8739,1
14.2614,2.2264,119.8327,1039,241.5,233.6412,0.60998,1.7992,1
13.2639,3.1463,455.4676,2633,96.5,101.0092,0.5958,1.892,1
9.2912,2.1866,283.3711,1679,176.5,113.4972,0.63128,1.8347,1
2.4608,0.053616,137.7722,607,237,194.4009,0.59541,1.8991,1
11.7068,3.0203,704.4278,3640,0,1070.5964,0.59916,1.8751,1
98.7881,9.4163,1305.8297,15034,29,41.3014,0.8333,1.1811,1
4.4739,1.4977,379.788,1604,26.5,53.6187,0.59501,1.8731,1
14.7212,2.8781,323.6334,2283,112,143.2212,0.62512,1.7687,1
10.1563,2.1997,192.3851,1300,209.5,195.382,0.64317,1.8221,1
11.9372,2.0448,159.3173,1271,218.5,193.138,0.63715,1.8381,1
4.0901,1.3704,306.822,1217,121,87.1181,0.59244,1.9039,1
245.0005,15.4825,1538.7161,24554,73.5,80.1466,0.99741,0.34166,1
19.7031,3.6349,430.9011,3292,104.5,81.3609,0.59885,1.8408,1
3.7388,1.1949,245.8255,1022,181,139.4768,0.59714,1.8904,1
21.3583,3.8951,314.0744,2446,158.5,179.5996,0.61506,1.8466,1
7.1552,2.1939,369.282,1788,91,111.515,0.63544,1.7898,1
30.1845,4.9132,872.3936,6866,4,9.4862,0.66802,1.7847,1
18.8281,3.3511,327.7203,2328,165.5,115.1119,0.59017,1.7865,1
9.9456,2.49,339.0222,1996,109,128.1976,0.60091,1.8349,1
4.1936,1.4089,212.8919,916,170,186.3375,0.58205,1.9005,1
231.1972,14.8205,575.7068,9191,183.5,189.0663,0.94381,0.66586,1
63.0946,7.4656,940.2106,9567,84.5,71.518,0.60284,1.3511,1
11.6187,2.8609,510.2694,2803,19.5,82.6995,0.60818,1.8874,1
4.3102,1.266,223.6385,1188,186,158.2691,0.61027,1.8659,1
8.8773,2.1308,212.045,1246,189.5,192.2743,0.66177,1.8142,1
7.6704,2.0686,281.5573,1389,180.5,136.4894,0.63204,1.8629,1
48.7982,5.792,539.2051,5726,105,93.013,0.78767,1.5983,1
11.325,2.3675,255.4602,1600,206.5,233.339,0.61182,1.8811,1
126.2669,10.1761,497.0382,6790,161.5,176.2432,0.8995,1.2478,1
56.8938,6.9639,1023.7146,9987,35.5,50.3224,0.62292,1.6179,1
24.1587,4.363,572.0307,4272,90,92.3656,0.59441,1.8575,1
10.1061,2.3087,272.2799,1743,190.5,138.4885,0.5943,1.8907,1
13.767,2.9204,278.0727,1933,146.5,180.1052,0.64251,1.6607,1
2.9574,0.66173,157.1744,673,225,190.4219,0.59396,1.9026,1
28.4312,3.1448,201.5497,2097,243.5,178.6336,0.66975,1.6669,1
3.9267,1.2236,240.5098,1042,178.5,153.3837,0.58398,1.9083,1
44.2422,5.7282,740.4359,7485,57,64.2346,0.62545,1.6705,1
11.2371,2.7333,368.3105,1978,115.5,111.5213,0.60264,1.881,1
2.5032,0.42395,146.7524,652,233,202.5906,0.59628,1.8741,1
7.7922,1.7946,292.4848,2009,127,122.7515,0.66439,1.6583,1
7.5943,1.9866,301.0172,1889,137.5,173.2482,0.60348,1.8676,1
67.4441,7.5158,525.7215,5585,166.5,131.1179,0.78492,1.5571,1
13.7779,2.4576,226.4216,1762,197,179.5468,0.63346,1.7094,1
6.1663,1.6724,230.0193,1271,192,170.3786,0.59325,1.8867,1
23.1807,4.4502,996.0967,6811,0,760.2738,0.61822,1.8064,1
8.2449,2.1327,330.86,2036,134.5,105.4937,0.58211,1.8644,1
8.384,2.114,377.0819,2165,39,59.9734,0.60162,1.8755,1
5.024,1.4695,223.4568,1131,180,164.1434,0.5975,1.8709,1
11.3326,2.8722,361.5051,1892,121,146.6529,0.60449,1.8832,1
4.4359,1.4562,368.1861,1688,7,37.9007,0.58615,1.893,1
4.1226,1.3099,223.8037,992,174.5,168.2836,0.58603,1.9029,1
5.7622,1.6068,206.8408,1037,199,178.6826,0.60807,1.8833,1
16.8097,3.6139,494.3733,3034,93,109.7673,0.60269,1.8827,1
18.8689,3.9129,649.3691,4062,62,64.7023,0.5839,1.8762,1
8.2513,2.2363,251.7194,1362,166,179.4647,0.60214,1.8594,1
8.2698,1.9664,249.6798,1448,209,145.5854,0.6065,1.8794,1
24.2905,4.2446,461.9251,3505,96,111.1752,0.62074,1.8482,1
9.6631,2.4293,374.4031,2422,95,100.7783,0.58529,1.8463,1
11.2055,2.6643,427.3495,2741,35,72.7367,0.6261,1.8075,1
4.1301,0.98388,186.3381,1146,210,184.6347,0.61792,1.8325,1
5.6646,1.2648,190.0695,1087,223.5,152.6429,0.6016,1.8768,1
19.0087,3.9574,854.6815,5140,0,131.1749,0.61056,1.8715,1
100.4291,8.0329,329.4346,4416,209,140.2437,0.74212,1.2769,1
5.3991,1.6969,369.1982,1570,45,125.2746,0.59542,1.9029,1
7.6648,2.244,351.2376,1666,96,127.7764,0.6109,1.8731,1
11.9856,2.8497,421.2677,2506,102,79.7704,0.61958,1.8577,1
3.0646,0.88997,185.5281,839,211,182.4123,0.62965,1.8672,1
4.143,1.3202,252.3383,1083,198,105.8984,0.593,1.903,1
5.5883,1.0963,164.5661,1040,228.5,185.0647,0.59902,1.885,1
10.1882,2.5231,306.7356,1778,152,141.4252,0.62178,1.8479,1
17.5512,3.5576,498.364,3363,52,76.3529,0.58559,1.8769,1
2.3192,0.29417,119.6755,552,230.5,223.1259,0.60433,1.8847,1
7.3055,2.0217,316.9535,1627,138.5,109.6089,0.58605,1.8886,1
105.2057,9.1493,723.0879,9372,110.5,109.2222,0.79429,1.3005,1
2.8147,0.98153,265.6147,940,139.5,106.0051,0.58638,1.9073,1
2.4993,0.61291,173.2675,660,227,190.6811,0.60304,1.8949,1
4.4849,1.2593,185.6575,881,228.5,188.498,0.59096,1.9021,1
7.0945,2.1533,392.2421,1833,110.5,108.7478,0.56882,1.8987,1
8.1628,2.1955,311.4267,1766,128.5,136.3175,0.60041,1.8081,1
3.3128,1.0397,228.7301,926,189,148.6368,0.58288,1.8724,1
13.5508,3.0547,435.2137,2926,103.5,101.7877,0.62248,1.8315,1
21.2359,3.9441,650.4398,4855,11,73.7674,0.57815,1.8187,1
8.2283,2.3494,366.292,1768,105,120.2214,0.58675,1.8657,1
56.3344,6.7371,607.6549,5717,83,103.3251,0.71841,1.2427,1
7.6106,2.2304,319.2245,1493,125.5,147.7125,0.60209,1.8567,1
4.878,1.553,296.0667,1385,146,109.2956,0.5922,1.8604,1
9.7566,2.3696,284.0214,1851,152.5,151.5278,0.62103,1.826,1
104.5152,9.8708,1761.3017,21408,34.5,39.5319,0.60718,1.0899,1
2.7534,0.75198,209.5201,804,212.5,138.7629,0.59375,1.9021,1
19.741,3.7432,530.2418,3923,65,102.9484,0.59337,1.7818,1
12.4119,2.9172,441.7828,2569,50.5,75.5266,0.60578,1.8899,1
17.7625,3.6181,707.3824,4967,1,37.1513,0.67603,1.8144,1
2.4578,0.78362,212.3091,778,193,162.4503,0.59709,1.8958,1
4.2706,1.0664,177.2846,928,230.5,183.6374,0.59464,1.9003,1
6.8137,2.1104,409.9798,1909,48,75.3885,0.65421,1.7851,1
3.5192,1.2603,332.7392,1225,80,130.2476,0.59001,1.9067,1
2.0584,0.10322,130.5215,531,232.5,211.914,0.58769,1.8659,1
8.5359,2.0385,209.5437,1316,198,190.6528,0.58918,1.7999,1
20.8804,4.025,744.783,4980,9,21.4791,0.63228,1.7234,1
6.8169,1.9178,261.4761,1278,176,152.8806,0.58945,1.9001,1
5.6623,1.7885,271.4628,1234,145,157.2539,0.58835,1.8973,1
49.7683,5.7733,328.2221,3318,174.5,168.2393,0.65369,1.4782,1
7.3394,2.0494,285.2587,1441,181,153.5801,0.64365,1.8126,1
4.0119,1.3216,295.2899,1162,143,138.3013,0.58769,1.8941,1
12.8525,2.7567,346.1695,2191,110,117.514,0.50986,1.7905,1
2.5513,0.65753,184.3462,766,228,179.2655,0.59236,1.8917,1
6.974,1.8198,207.1705,1194,199,193.2102,0.63155,1.8685,1
6.1582,1.5689,178.6702,989,207,199.5118,0.59928,1.8695,1
68.8967,7.111,330.7525,3495,224,137.8884,0.74641,1.3829,1
10.1561,2.6165,412.6959,2156,66,87.3336,0.59057,1.895,1
9.1222,2.4823,301.4122,1592,136.5,164.6665,0.60215,1.8428,1
21.6752,4.0533,440.1886,3383,126,131.8511,0.68165,1.7658,1
3.6449,1.2117,267.8505,1084,138.5,127.179,0.59979,1.8984,1
195.1553,13.0668,454.2158,7033,209.5,175.7241,0.86854,0.94668,1
21.7206,3.2556,244.2965,2270,189,176.8929,0.68603,1.6137,1
13.9845,2.8632,329.1239,2218,160,98.5337,0.60004,1.8603,1
36.0313,5.3437,817.2896,7418,51.5,62.3249,0.64747,1.7679,1
3.1326,0.48649,150.4854,740,236.5,184.795,0.59886,1.8978,1
9.404,2.174,285.6803,1906,189.5,121.2141,0.65231,1.7123,1
4.7142,1.4032,286.1816,1309,183.5,143.5288,0.58697,1.8945,1
223.3543,14.4697,726.5283,11445,155,155.9696,1.231,1.1927,1
38.5569,5.5784,587.9255,4865,75.5,97.5514,0.63432,1.7007,1
3.1237,0.79859,165.9815,768,216,198.8717,0.58655,1.9033,1
3.7357,1.2555,315.5688,1371,110,144.7223,0.6094,1.8929,1
5.1913,1.4191,207.9035,1127,203,184.5902,0.61526,1.8457,1
27.7321,4.6617,355.0538,2699,173,158.0214,0.57394,1.7629,1
34.2883,4.8256,535.8611,5051,17.5,48.6262,0.64674,1.7559,1
17.0287,3.4335,499.051,3306,47,82.0827,0.60729,1.8482,1
41.9775,5.8898,878.2522,7997,43,50.7449,0.62743,1.7704,1
28.2744,3.7846,327.83,3186,161.5,200.4188,0.76605,1.6516,1
3.1082,0.94299,174.4604,728,220,199.2944,0.6042,1.866,1
2.5694,0.72209,175.0051,664,222.5,193.1425,0.60106,1.8849,1
8.1257,2.0184,243.6567,1329,207,157.1462,0.59663,1.8975,1
3.8585,1.3251,254.9715,1032,143,151.1826,0.59829,1.8611,1
3.2395,1.1199,265.7033,1047,140.5,130.126,0.59602,1.9004,1
2.7359,0.59243,197.4744,773,228.5,134.9832,0.59317,1.8995,1
11.7115,2.3296,239.677,1718,201.5,165.3914,0.66407,1.7899,1
11.1513,2.6574,428.3562,2612,58,70.3673,0.64762,1.7623,1
6.9476,2.0698,357.5203,1713,92.5,114.7822,0.62906,1.8539,1
5.5681,1.7855,323.7353,1368,126.5,100.0275,0.58805,1.9065,1
2.2042,0.11591,109.2497,470,230.5,226.1025,0.60282,1.8844,1
126.2167,10.8442,1323.4259,16970,41.5,64.4699,0.9248,1.1449,1
3.9011,1.2233,296.6721,1364,128,142.1115,0.60877,1.8891,1
2.8262,0.70794,208.1674,858,234.5,142.1845,0.59158,1.9033,1
5.6294,1.2295,152.4784,1059,220,211.2065,0.63078,1.8159,1
9.3566,1.9333,228.7024,1623,191,171.5802,0.61754,1.8076,1
5.0323,1.6017,324.4646,1487,95.5,94.4954,0.60426,1.874,1
224.9064,14.5532,803.4918,12676,178,128.5392,0.86358,0.71057,1
7.5437,1.9024,291.8782,1599,183,101.0012,0.62199,1.8742,1
13.311,3.1973,574.4162,3381,58.5,77.7585,0.58825,1.8553,1
9.5727,2.6129,387.6689,1946,106.5,122.3772,0.59089,1.8567,1
24.6219,4.2769,476.0744,3817,113,119.8332,0.59692,1.8231,1
5.3107,1.3528,181.9007,968,203.5,198.3162,0.6056,1.8893,1
4.7948,1.65,350.2949,1366,68.5,92.1915,0.58859,1.9059,1
13.0706,3.0273,467.8831,2715,50,70.3317,0.60054,1.8835,1
4.5038,1.1406,209.3228,1101,207.5,154.5541,0.60024,1.8984,1
5.6126,1.6803,226.1767,1057,178,181.7765,0.60727,1.8677,1
11.4871,2.8199,356.8352,1952,150,99.8301,0.61145,1.8775,1
5.97,1.6369,307.2072,1443,197.5,302.2461,0.61945,1.8645,1
2.2795,0.51887,186.3975,656,240,169.8831,0.59214,1.9037,1
31.8587,5.0044,689.3352,6050,79.5,77.3434,0.63386,1.7852,1
9.1298,2.024,206.4228,1474,200.5,191.9548,0.63683,1.8238,1
8.9228,2.2762,313.3347,1627,170.5,136.9507,0.6209,1.856,1
6.9577,2.0778,297.3568,1518,132,149.7819,0.5826,1.8884,1
65.262,6.7827,430.3782,5027,158,151.5822,0.77161,1.3459,1
232.6442,14.9082,813.5538,12929,170,160.5108,0.95815,0.56144,1
6.6569,1.8528,329.7433,1555,141,141.404,0.59143,1.898,1
8.4765,2.1731,337.9928,1794,133.5,101.6792,0.59322,1.8946,1
4.1753,1.2493,228.9869,1042,195.5,141.8372,0.60417,1.8842,1
3.197,1.0505,256.794,958,187,123.6473,0.58496,1.9059,1
21.566,4.2369,689.3915,4546,52,62.2265,0.55553,1.8485,1
2.9923,0.94754,280.0211,1161,192,75.2384,0.6145,1.8778,1
2.8115,0.69366,134.6512,617,230,219.7431,0.62274,1.8757,1
11.0071,2.6624,396.0009,2535,87,104.7741,0.59091,1.846,1
8.8521,2.3357,411.9555,2194,49.5,76.5906,0.58965,1.8941,1
6.3787,1.4475,158.3993,1104,220,214.6827,0.62233,1.8102,1
4.3413,1.4872,256.3229,1046,150.5,159.0705,0.60155,1.8696,1
3.5893,1.1174,239.6549,1019,187.5,181.9499,0.60197,1.8905,1
7.457,2.1719,425.9321,2004,30,254.7974,0.60132,1.8863,1
42.2888,5.8541,577.561,5367,110,121.3836,0.62004,1.775,1
5.0601,1.6286,280.6275,1188,151.5,139.8055,0.59071,1.9026,1
21.1981,4.0833,723.4709,4745,19,29.7043,0.60166,1.8343,1
5.4173,1.8519,463.2105,1900,1,64.0002,0.59619,1.8806,1
9.7299,2.5088,395.7275,2122,94,67.7867,0.59911,1.8956,1
124.4,10.1153,779.1477,10553,133.5,108.6526,0.83273,1.4818,1
7.1775,1.9733,236.6997,1250,174,176.3608,0.59484,1.8508,1
5.3115,1.7731,332.3072,1346,100.5,112.7982,0.59095,1.9055,1
18.7296,3.8989,717.1979,4472,33,42.0143,0.61267,1.8749,1
2.3775,0.33905,163.1482,655,227.5,181.9478,0.59998,1.9002,1
10.9235,2.6435,320.5954,2112,140.5,153.6008,0.61256,1.7234,1
11.7593,2.1498,250.2576,1899,214,127.0758,0.60016,1.8707,1
2.5839,0.68077,191.7164,707,233.5,169.1107,0.58382,1.9062,1
2.5487,0.58442,188.6217,727,233.5,155.884,0.59116,1.9056,1
3.9585,1.0023,141.1992,788,216.5,217.8325,0.60914,1.8895,1
7.5015,2.1671,337.6334,1624,109.5,125.9132,0.57934,1.8427,1
24.1094,4.2153,311.0023,2355,174.5,182.7016,0.58634,1.8658,1
5.9637,1.7559,310.0248,1421,163.5,157.4848,0.59518,1.9025,1
6.439,1.3001,145.9457,999,241,212.9026,0.60886,1.8091,1
240.3847,15.27,1054.1227,16826,159.5,148.4083,0.93566,0.56892,1
246.6416,15.5598,1579.8269,25247,88,78.7944,0.99033,0.35854,1
217.6474,14.228,871.6168,13619,134,101.6753,1.2383,1.2161,1
20.4303,3.2399,289.6747,2567,167,157.9596,0.58259,1.6769,1
8.9087,2.1384,348.9366,2088,134,85.3546,0.66995,1.8277,1
8.4436,2.2991,394.8387,2039,106,107.6792,0.59031,1.8917,1
4.432,1.2871,250.33,1250,193.5,124.5326,0.58786,1.8889,1
45.4896,6.0535,810.623,7957,62.5,73.7836,0.71059,1.5408,1
2.8414,0.77202,155.9277,653,222.5,205.9597,0.59625,1.8913,1
4.8579,0.92895,116.5065,826,223.5,230.2442,0.60842,1.8383,1
33.7676,4.9082,447.2962,4034,148.5,86.5879,0.62995,1.7774,1
3.3667,1.0949,255.1263,1067,174,108.2134,0.60213,1.8935,1
2.665,0.34519,171.5765,838,245.5,158.1152,0.59208,1.8836,1
5.0007,1.1969,211.2901,1012,227,206.6115,0.59198,1.902,1
4.4221,1.1894,234.9673,1174,225.5,131.4817,0.61269,1.8869,1
26.2309,4.3029,636.9585,5413,32,45.1599,0.58221,1.7389,1
3.9061,1.2831,304.5377,1234,117.5,108.6881,0.59262,1.8969,1
5.4065,1.7378,320.8063,1477,109.5,114.4904,0.58394,1.9028,1
20.4217,3.7645,471.5854,3343,76,67.6512,0.60631,1.8568,1
4.524,0.81524,127.9158,762,238,214.7562,0.60237,1.8871,1
7.6103,1.9811,276.4009,1531,169.5,133.5128,0.59198,1.8936,1
22.8494,4.1284,472.1662,3340,93,122.3543,0.58992,1.8324,1
24.0268,4.3981,555.9645,3904,108,99.7433,0.59306,1.7653,1
2.1411,0.58817,248.7828,814,219,224.9932,0.60166,1.8952,1
174.1623,12.0937,531.6326,7964,156,147.4667,0.87839,0.91414,1
14.9389,2.7679,157.176,1264,213.5,223.0606,0.62631,1.7554,1
7.3774,2.1471,324.317,1543,125.5,116.5934,0.58525,1.903,1
2.4861,0.71787,227.1986,952,220,140.0488,0.61252,1.876,1
56.9635,6.9606,706.9672,7170,117.5,130.7415,0.59014,1.5764,1
11.0865,2.4853,410.2348,2874,71,61.8435,0.62698,1.699,1
17.199,2.5984,145.9805,1300,228,224.9218,0.56647,1.8393,1
8.967,2.4147,410.5511,1930,51,53.5133,0.60197,1.8861,1
40.8455,4.3751,165.7727,1869,228.5,220.7697,0.65843,1.6795,1
21.3938,3.4322,446.7042,3897,35.5,67.3995,0.73544,1.4962,1
2.666,0.89999,209.5183,738,185,175.8825,0.59738,1.8882,1
9.8511,2.066,224.7223,1552,207,197.6161,0.64013,1.8535,1
8.9271,2.0766,223.2573,1403,195,179.5362,0.6046,1.8664,1
3.4324,1.2971,329.1202,1261,77,92.4278,0.59054,1.9002,1
21.205,4.0246,605.1584,4260,39,47.2817,0.61168,1.8184,1
17.8811,3.7777,755.3265,5050,1,31.8223,0.63384,1.7868,1
2.5298,0.64522,214.8356,782,232,124.7532,0.58323,1.9066,1
8.3931,2.0485,300.4012,1926,139.5,124.8662,0.62084,1.8,1
12.3758,2.4959,275.2908,1796,182.5,118.6759,0.6058,1.8654,1
5.9629,1.5611,239.0228,1213,195,150.9315,0.60824,1.8933,1
189.2353,12.9443,845.0069,12747,112,128.9285,0.93591,0.72604,1
92.8029,8.9349,513.7371,5718,179.5,138.4444,0.8168,1.2291,1
10.4566,2.4456,274.7986,1898,151.5,169.8298,0.57921,1.7486,1
29.9895,4.8616,766.5998,5893,5.5,71.431,0.62532,1.8318,1
5.9802,1.7709,269.3764,1441,159.5,144.9885,0.63967,1.8672,1
2.5115,0.68759,180.1806,727,222.5,186.4036,0.59239,1.9007,1
180.5551,12.6046,1118.6685,16601,63.5,82.3949,1.2105,1.2602,1
49.0011,6.3131,596.4132,5950,123.5,124.3308,0.63361,1.7427,1
75.7507,7.6314,752.3406,8818,9.5,31.6827,0.69773,1.4894,1
6.068,1.8245,351.0991,1801,76,89.6584,0.58145,1.8786,1
4.196,1.3238,272.7562,1285,152.5,125.9211,0.57657,1.8983,1
23.48,3.7835,362.5659,2970,149,107.7427,0.62828,1.8245,1
2.7427,0.4902,120.3153,560,242,223.8552,0.60074,1.8856,1
12.3609,3.0495,517.2337,2765,58,73.1165,0.58617,1.8966,1
124.0529,9.6297,275.4401,3912,220,189.542,0.69863,1.4124,1
115.5613,9.0689,375.7136,5165,176,133.2994,0.80143,1.1892,1
7.0189,2.1452,448.434,1966,25,42.9415,0.5985,1.9013,1
115.1828,8.9771,294.4008,4100,223.5,169.4903,0.7329,1.3629,1
7.1108,1.9795,395.4287,2029,25,45.895,0.59121,1.9002,1
5.717,1.6776,229.2816,1136,175,172.8945,0.58445,1.8913,1
2.4616,0.74953,220.8714,778,204,138.519,0.59259,1.9049,1
2.5506,0.50318,148.9961,616,236.5,197.3604,0.6024,1.8982,1
7.4585,1.9636,259.7046,1291,187.5,150.5613,0.59446,1.8996,1
31.0612,4.7146,499.0124,4237,107.5,81.9423,0.5714,1.7399,1
3.2992,1.0542,226.5441,917,171,161.0847,0.59461,1.8992,1
23.9383,4.296,595.7669,4261,66,72.3309,0.62601,1.8296,1
5.3979,1.5271,266.9149,1275,186,113.2256,0.57912,1.902,1
13.6662,3.1886,468.734,2820,86.5,105.1769,0.60795,1.8768,1
10.5932,2.6674,413.1469,2316,107.5,59.7386,0.68659,1.8507,1
21.5268,4.1638,561.7238,3788,92,110.7353,0.58557,1.8561,1
22.6545,3.8287,343.533,2635,190.5,151.4252,0.6157,1.8419,1
31.559,4.8361,828.0117,7332,0,197.7113,0.68443,1.6988,1
40.2824,5.2993,495.3935,4624,86.5,71.3025,0.68115,1.4637,1
17.0157,3.6078,473.4781,3000,120.5,78.6276,0.57998,1.7863,1
12.7971,2.6453,276.8611,2049,185,151.0279,0.6296,1.7663,1
82.0513,7.087,349.7797,4449,183,118.4466,0.76412,1.3489,1
28.8598,4.5688,337.0399,2710,173.5,163.6363,0.6148,1.8208,1
12.3954,2.7554,421.3868,2949,91,102.9552,0.63109,1.8218,1
10.0249,2.1801,267.0993,1760,196,133.07,0.60171,1.8415,1
15.9803,3.0452,331.1447,2479,147,115.2625,0.63473,1.8127,1
7.8711,2.343,443.9881,2211,66,73.9295,0.68173,1.8288,1
7.1468,1.8364,257.9469,1465,185.5,141.3645,0.61039,1.8832,1
55.553,6.3684,504.7048,5374,111.5,103.0282,0.63535,1.4628,1
5.1138,1.7265,434.7772,2004,2,77.3728,0.56896,1.8804,1
7.1938,2.0338,387.3331,1927,48,97.8286,0.59481,1.8992,1
